                                           A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
                                           f                                                                                                                                                                                                                                                                                                                                                                                                  K                                                                                                                                                                                                                                                                                                                           
                                           y                                                                                                                                                                                                                                                                             M                                                                                                                    a                                                                                                                                                                                                                                                                                                                           
                                           o                                                                                                                                                                                                                                                                             e                                                                                                                    h                                                                                                                                                                                                                                                                                                                           
                                           n                                                                                                                                                                 D                                                                                                           r                                                     K                                                              r                                                                                                                                                                                                                                                                                                                           
                                           k                                                              B                                                              Ç                                   i                                            E        G                 G                                   s                                   K                 ı                                                              a                                                                                                                                                        Ş                                   Z                                   K                                                                                          
                                  A        a                                                              a                                                              a                                   y                          E                 s        a                 ü                                   i        İ                          a                 r        K                                                     m                                   N                                                                                T                                   a                                   o                                   ı                                                                                O         
                                  d        r                                   A                          l        B                                                     n        Ç                 D        a                          r        E        k        z        G        m        H                 I        n        s                          s        K        k        ı        K                 K        M                 a                                   e                                   S                                            e                 T        T        n                                   n        A        B        K        r                                   A                          K                 s         
                                  ı        a                 A        A        n        A                 ı        i        B        B                 B                 a        a                 e        r        E        E        z        r        i        i        i        ü        a                 s        (        t                          t        a        l        r        o                 ü        a        M        n        M                          v                                   a        S                                   k                 r        u        l                          Y        g        k        a        a        ı        B        Ş        B        r                 Y        a                 m         
                         A        y        h                 m        n        t        r        A        k        l        i        i                 u        B        k        n        Ç        n        b        d        l        i        z        ş        a        r        ş        k        H        p        İ        a        İ                 a        y        a        ş        c        K        t        l        a        m        a        M                 ş        N                          k        a        S        S        S        i        T        a        n        ı                          o        u        s        y        r        k        a        ı        a        d        I        a        r        K        a        D
                         d        a        i        A        a        k        a        t        y        e        e        n        t        B        r        u        k        k        o        i        a        i        a        n        u        e        n        e        h        k        a        a        ç        n        z        K        m        s        r        e        a        o        a        a        n        a        r        u                 e        i        O        R        a        m        i        i        i        r        o        b        c        u        U                 z        l        a        b        a        k        t        r        r        a        ğ        l        a        i        n        ü
                         a        m        s        ğ        s        a        l        v        d        s        c        g        l        o        d        r        a        ı        r        z        k        r        z        c        r        h        t        s        a        a        t        r        e        b        m        a        o        e        e        h        e        n        h        t        i        r        d        ğ        M        h        ğ        r        i        r        s        i        n        v        d        k        z        e        r        ş        V        g        d        r        u        m        a        m        n        t        h        d        o        b        l        i        z
                         n        a        a        r        y        r        y        i        ı        i        i        ö        i        l        u        s        l        r        u        l        ı        n        ı        a        u        i        e        u        n        r        a        t        l        u        i        r        n        r        l        i        l        y        y        y        s        a        i        l        u        i        d        d        z        y        u        r        o        a        a        a        o        l        f        a        a        a        a        a        r        a        l        a        a        ı        a        ı        v        ü        i        y        c
                         a        n        r        ı        a        a        a        n        n        r        k        l        s        u        r        a        e        ı        m        i        r        e        ğ        n        m        r        p        n        e        i        y        a        )        l        r        s        u        i        i        r        i        a        a        a        a        ş        n        a        ş        r        e        u        e        a        n        t        p        s        ğ        t        n        i        a        k        n        t        k        y        t        n        e        n        k        n        n        r        a        k        s        e        e
                        01       02       03       04       05       06       07       08       09       10       11       12       13       14       15       16       17       18       19       20       21       22       23       24       25       26       27       28       29       30       31       32       33       34       35       36       37       38       39       40       41       42       43       44       45       46       47       48       49       50       51       52       53       54       55       56       57       58       59       60       61       62       63       64       65       66       67       68       69       70       71       72       73       74       75       76       77       78       79       80       81
       Bilecik 11    30855    42717     8468    54297    24353    12966    19900    54169    20669    11189        0    48819    56592     8482    14101     5445    16397    17242    22273    16319    47520    18471    43647    39263    47171     4152    36782    36702    40184    70217    36674    14545    29382    11051    18530    55594    18611    25304    17754    19548     7054    18204     4778    39024    16979    36048    48889    23144    53725    22346    24312    33831    46269     4825    26685    55469    25918    30544    16266    28582    42664    45816    41146    10492    64129    21167    13382    19736    43787    22924    16256    51858    56276    16221    57369    59740     6685    13304    39323    32200     7148
        Bingöl 12    25952    17200    45646    16796    27731    37520    51138    19984    58066    58040    48819        0     8954    43648    49521    52285    63266    39123    32280    52383     6802    61311     6415    13443     9468    45621    18484    27474    19265    22930    27120    47755    27998    53891    59447    18470    39833    24607    60594    29599    49894    37019    48821     9828    58815    20030    11302    59208     5392    28200    29966    30038    23173    47757    31744    12004    38598    20620    59106    25145    24110     6454    14185    49962    15200    29402    47938    31202    15334    35914    33719     9475    18457    48683    20638    22364    52259    42807    20595    22589    45190
        Bitlis 13    28678    19926    50551    11134    35033    46229    54328    24909    62971    64773    56592     8954        0    51505    54716    61468    72449    46267    39435    57578     9675    69167    14907    20158    14262    54804    21357    32268    25814    15767    29993    52950    30871    61747    64641    19601    46548    33099    68450    38091    57751    41355    54308    18320    64009    24078    13867    64403     4266    36692    34664    34832    27966    55613    38459     5084    45313    29112    66962    32885    28904    14946    17058    55156     8037    37894    54799    37756    20128    38787    42211     6857    11537    55685    23335    15201    60116    49522    23468    25462    53046
          Bolu 14    26731    37402    16163    46724    16780     7391    27233    46596    28385    17911     8482    43648    51505        0    22145    12193    23145     9477    15225    24166    43370    18656    38380    31498    39406    11999    32632    28937    32419    66067    32524    22185    25232    11236    25278    47829    10846    20037    17939    14281     7239    16801    12625    33757    23727    30588    44739    30991    47689    18196    20162    26066    38504     5102    18920    51319    18153    24486    16451    21687    34899    38051    36996    18339    56090    15109     7668    15586    36022    21551    10198    47708    52126     8413    49604    51975     9604     5539    35173    28050     2535
        Burdur 15    27577    39439     6979    57891    30435    17183     6286    60283    12594    19203    14101    49521    54716    22145        0    17630    28611    23741    26430     7094    45687    31861    44682    43100    51008    12884    34949    43102    44991    68384    34841     2227    27549    24441    16607    59431    28032    26062    31144    23617    20444    14113     9871    40059    15975    34215    47056    11092    54760    22075    23342    40231    52669    18214    33085    53636    34920    33233    29656    32739    49064    49653    39313     8292    62296    25324    26673    19210    48569    18564    20413    50025    54443    27418    61206    63577    20061    23406    37490    30367    20538
         Bursa 16    34329    46191    11942    57923    27979    16440    23374    57795    18158     7220     5445    52285    61468    12193    17630        0    12324    20989    25767    18995    51014    17870    47141    43010    50918     7646    40276    40449    43931    73711    40168    18038    32876    10450    14457    59341    22358    28798    17153    23042     8836    21698     8271    42518    12906    39542    52383    22366    57219    25840    27806    37578    50016     8572    30432    58963    29665    34038    14353    32076    46411    49563    44640    13985    67623    24661    17129    23230    47534    26418    19750    55352    59770    19968    61116    63487     3937    17051    42817    35694    10895
     Çanakkale 17    45310    57172    22923    68875    38931    27421    32417    68747    19246    10609    16397    63266    72449    23145    28611    12324        0    31994    36817    22395    62064    11462    58191    54015    61923    18696    51326    51454    54936    84761    51218    29089    43926    16396    15876    70346    33363    39848    12449    34092    19588    32748    19322    53568    16080    50592    63433    23528    68269    36890    38856    48583    61021    19577    41437    70013    40670    45088    10093    43126    57416    60568    55690    21718    78673    35711    28134    34280    58539    37468    30800    66402    70820    30973    72121    74492    14689    28056    53867    46744    21900
       Çankırı 18    24862    33592    17521    41486    11542     7464    28591    41359    31669    26671    17242    39123    46267     9477    23741    20989    31994        0     8956    26259    40185    27262    33747    26461    34369    16290    30795    23901    27382    60189    31998    23737    24706    19842    31309    42792     6193    16490    26545    10734    15846    16237    19490    29906    30677    27041    43054    33084    42652    14791    18569    21030    33468    13708    13884    48216    13116    19292    25057    16183    29863    33014    35312    21824    51053    10562    12895    15060    30985    20987     6651    44881    50441    13781    44567    46938    18211     7618    33303    27524    11141
         Çorum 19    22473    28880    20210    34654     4394    10183    31015    34658    34358    31494    22273    32280    39435    15225    26430    25767    36817     8956        0    29095    33268    33126    26830    19674    27582    19125    26702    17170    20595    53402    29596    26146    22304    25706    34145    36005    10507    12397    32409     9946    21710    16786    22325    22989    33513    22948    37851    35920    35865    12925    15937    14299    26737    19572     7153    41299    13027    12376    30921     7779    23132    26227    31219    24660    44266     4792    18758    15059    24198    21536     6809    37964    46348    19644    37780    40151    24075    13481    29210    25122    17005
       Denizli 20    30439    42301     9388    60753    32997    19745    10191    63145     6167    12776    16319    52383    57578    24166     7094    18995    22395    26259    29095        0    48378    31093    47373    45791    53699    15148    37640    45509    47682    71075    37532     7644    30240    26475    10136    62122    30439    28753    30376    26211    22478    17192    11905    42750     9504    36906    49747     6928    57451    24766    26033    42638    55076    20248    35492    56327    37327    35924    25312    35146    51471    52344    42004     7082    64987    27731    29080    21901    51260    21912    22820    52716    57134    29825    63897    66268    21031    25813    40181    33058    22572
    Diyarbakır 21    19606    10854    41479    20288    30682    37157    45256    26619    53899    55701    47520     6802     9675    43370    45687    51014    62064    40185    33268    48378        0    61793     7278    18132    16013    45687    12240    33249    23954    24805    20876    43833    21754    54373    55524    25015    42057    25089    61076    30081    50376    32238    45191    10310    54892    14961     4637    55286    11944    28617    25547    36192    29718    48239    35982     8416    42571    21179    59588    25704    30655    10844     7941    46039    17075    29961    48420    28639    21879    29670    34201     4749    14825    49165    27183    24240    52741    45184    14351    16345    45672
        Edirne 22    44394    55065    26173    64386    34442    25054    37605    64258    30366    19428    18471    61311    69167    18656    31861    17870    11462    27262    33126    31093    61793        0    56252    49370    57278    21971    50504    46809    50291    83939    50396    32364    43104     9506    26774    65701    28718    37909     3437    32153    14271    34673    22597    51629    25223    48460    62611    34683    65561    36068    38034    43938    56376    15074    36792    69191    36025    42358     6180    39559    52771    55923    54868    28311    73962    32981    23489    33458    53894    39423    28070    65580    69998    26327    67476    69847    14269    23411    53045    45922    17255
        Elazığ 23    20929    12313    40474    22599    24244    32348    45966    25787    52894    52868    43647     6415    14907    38380    44682    47141    58191    33747    26830    47373     7278    56252        0    13845    15351    40369    15650    27173    19667    28813    21974    42503    22851    48639    54195    24353    35515    19355    55342    24347    44642    31767    43569     4576    53563    14778    11837    53956    11275    22948    24714    29301    28167    42505    29440    15284    36029    14637    53854    19162    26087     6557    12967    44710    21083    23419    42686    25950    19126    30767    28467    11950    21737    43431    26521    28247    47007    38778    18158    17442    39938
      Erzincan 24    29690    24297    38400    15377    15281    28373    44384    17769    51312    48692    39263    13443    20158    31498    43100    43010    54015    26461    19674    45791    18132    49370    13845        0     8255    37444    27771    15405     6110    34075    32747    41024    29548    41865    52464    16677    26666    18487    48568    22868    37869    30288    40644    16676    51832    24030    22170    52477    16538    21469    23181    17969    15581    35731    18577    24674    25431    10574    47080    13003    12530     6900    23300    42979    24939    19409    34917    24471     6668    29987    25128    22145    31127    35803    18453    20823    40234    29640    29710    28371    33164
       Erzurum 25    35152    26400    46308     8036    23189    36281    52292    10656    59220    56600    47171     9468    14262    39406    51008    50918    61923    34369    27582    53699    16013    57278    15351     8255        0    45246    27617    18154    11700    27347    35914    48826    36791    49667    60266     9193    34468    26289    56370    30670    45671    38090    48446    18516    59634    28718    20435    60279    10664    29271    30983    20718    14070    43533    26379    18787    33233    18376    54882    20805    14790    13013    23318    50781    17455    27211    42719    32273     6014    37789    32930    18608    25240    43605    11139    13339    48036    37442    29728    31382    40966
     Eskişehir 26    27665    39527     6567    52545    23027     9776    18628    53292    19732    13373     4152    45621    54804    11999    12884     7646    18696    16290    19125    15148    45687    21971    40369    37444    45246        0    33531    35694    39103    66966    33423    13139    26131    14458    18341    53543    20624    22053    21161    16297    10461    14953     3771    35773    17709    32797    45638    21929    50474    19095    21061    32823    45261     8231    25677    52218    27512    27293    19673    25331    41656    43765    37895     9485    60878    17916    16789    16485    42681    19673    13005    48607    53025    20010    55318    57689    10078    15998    36072    28949    10555
     Gaziantep 27     8869     7916    30741    31970    25555    26419    34518    38301    43161    44963    36782    18484    21357    32632    34949    40276    51326    30795    26702    37640    12240    50504    15650    27771    27617    33531        0    33589    29487    34783     9962    33006    10927    44169    44697    36633    34580    15413    50872    20405    40172    21411    34364    11084    44065     3988    13455    44459    23562    17790    14720    32998    40305    38035    31037    20034    37626    17729    49384    20759    37344    20787     5712    35212    28694    21992    38216    17812    33356    18843    24525    16423    20842    38961    38801    35858    42537    34949     3398     5518    35468
       Giresun 28    35683    32436    36882    25454    15599    26855    47687    17590    51030    46131    36702    27474    32268    28937    43102    40449    51454    23901    17170    45509    33249    46809    27173    15405    18154    35694    33589        0    11005    45140    39084    43071    35885    39596    51070    26987    23787    24824    46299    26871    35600    33711    39250    26676    50438    30367    37554    52845    28880    27806    29518     2911     9831    33462    10602    37003    18050    16911    44811    15376     6226    22284    37577    41585    35248    21717    32648    30808    13014    36324    23734    36824    43456    33534    24944    31133    37965    27371    36629    34708    30895
     Gümüşhane 29    31581    27773    40291    19000    16202    30264    46275    18785    53203    49613    40184    19265    25814    32419    44991    43931    54936    27382    20595    47682    23954    50291    19667     6110    11700    39103    29487    11005        0    38308    34541    42818    31342    42815    54258    20155    27616    20281    49518    24662    38819    32082    42438    22173    53626    25824    28025    54271    22048    23263    24975    13297    10819    36681    19526    30171    26380    12368    48030    13953     7858    12755    29155    44773    28416    21203    35867    26265     6182    31781    26922    28000    36624    36753    21930    24301    41184    30590    32086    30165    34114
       Hakkari 30    42303    34372    64176    20221    49009    59854    67953    37012    76596    78398    70217    22930    15767    66067    68384    73711    84761    60189    53402    71075    24805    83939    28813    34075    27347    66966    34783    45140    38308        0    43392    66348    44269    75622    78039    26104    60423    46974    82325    51966    71626    54753    67706    32195    77407    37476    23776    77801    18141    50567    48062    47149    40501    69488    52334    21020    59188    42987    80837    46760    41221    28821    29682    68554    10084    51769    68674    51154    32445    52185    56086    22160    14585    69560    29964    19811    73991    63397    36866    38860    66921
         Hatay 31     8760    14717    30633    40606    30518    26311    34410    46598    43053    44855    36674    27120    29993    32524    34841    40168    51218    31998    29596    37532    20876    50396    21974    32747    35914    33423     9962    39084    34541    43392        0    32836    10757    43999    44527    45335    35823    19677    50702    21648    40002    21241    34194    17487    43895     9052    22156    44289    32264    17620    14550    38040    45347    37865    36079    28736    42077    22771    49214    25801    42386    27471    14413    35042    37396    24818    38046    17642    38107    18673    25768    25125    29543    38791    47503    44560    42367    34779     7860     6500    35298
       Isparta 32    25811    37673     7423    56125    30048    17223     6446    58517    13165    20285    14545    47755    52950    22185     2227    18038    29089    23737    26146     7644    43833    32364    42503    41024    48826    13139    33006    43071    42818    66348    32836        0    25671    24778    17183    57553    27897    24184    31481    21739    20781    12235    10208    38181    16551    32337    45178    12895    52882    20197    21464    40096    52534    18551    32950    51758    34785    31355    29993    32604    48929    47775    37435     8629    60418    25405    26538    17332    46691    16686    19689    48147    52565    27283    59328    61699    20398    23271    35612    28489    20875
  Mersin(İçel) 33     3732    15594    23341    41484    25885    19019    26698    47475    35761    37563    29382    27998    30871    25232    27549    32876    43926    24706    22304    30240    21754    43104    22851    29548    36791    26131    10927    35885    31342    44269    10757    25671        0    36961    37489    46343    28785    12639    43664    14610    32964    14203    27156    18496    36857    10324    23165    37251    33272    10582     7512    35080    42386    30827    29115    29744    35039    19810    42176    22841    39425    28480    15422    28004    38404    17780    31008    10604    35146    11635    18730    26133    30552    31753    48511    45568    35329    27741    13599     6476    28260
      İstanbul 34    36974    47645    18753    56966    27022    17634    30185    56838    26817    15879    11051    53891    61747    11236    24441    10450    16396    19842    25706    26475    54373     9506    48639    41865    49667    14458    44169    39596    42815    75622    43999    24778    36961        0    23088    58104    21121    30312     8690    24556     6674    27076    15000    44032    21537    40863    55014    30997    57964    28471    30437    36341    48779     7477    29195    61594    28428    34761     7202    31962    45174    48326    47271    20714    66365    25384    15891    25861    46297    31826    20473    57983    62401    18730    59879    62250     6672    15814    45448    38325     9657
         İzmir 35    37502    49364    14516    67565    38047    24795    20282    68312     4552     8238    18530    59447    64641    25278    16607    14457    15876    31309    34145    10136    55524    26774    54195    52464    60266    18341    44697    51070    54258    78039    44527    17183    37489    23088        0    68614    35354    35947    26025    31368    21579    24386    14924    49944     2359    44100    56941     8603    64645    31960    33227    47894    60332    21568    40748    63521    42661    42364    20961    40402    56727    58836    49198     9776    72181    32987    30125    29095    57752    29106    28076    59910    64328    32964    70389    72760    16680    30047    47375    40252    23891
          Kars 36    44154    35402    54731     9532    31612    44704    60715    12315    67643    65023    55594    18470    19601    47829    59431    59341    70346    42792    36005    62122    25015    65701    24353    16677     9193    53543    36633    26987    20155    26104    45335    57553    46343    58104    68614        0    42725    34546    64627    38927    53928    46347    56703    27376    67891    37578    29295    68536    15846    37528    39240    28975    19484    51790    34636    23969    41490    26633    63139    29062    23143    21270    32178    59038    16268    35468    50976    40530    14271    46046    41187    25743    30422    51862     4505     6389    56293    45699    38588    40242    49223
     Kastamonu 37    28798    37528    21812    41767    11823    11747    32882    41029    35960    28040    18611    39833    46548    10846    28032    22358    33363     6193    10507    30439    42057    28718    35515    26666    34468    20624    34580    23787    27616    60423    35823    27897    28785    21121    35354    42725        0    20397    28006    14641    17307    20144    22692    32043    33794    30948    46905    37326    42835    18698    22476    20623    33061    15169    13355    50353     8459    21430    26518    16833    29456    33197    39219    26066    51236    14469    10642    18967    31168    24894    10558    47018    54348    11145    44750    47121    19672     5365    37210    31431    12602
       Kayseri 38    12652    18361    21854    33588    15978    14005    27346    35980    34274    34525    25304    24607    33099    20037    26062    28798    39848    16490    12397    28753    25089    37909    19355    18487    26289    22053    15413    24824    20281    46974    19677    24184    12639    30312    35947    34546    20397        0    37117     6122    26417    13245    25340    14886    35041    11717    27730    35434    29587     4426     6138    23878    31185    24280    19044    33196    24968     8609    35629    11639    28224    24870    19988    26188    39395     7709    24461     7428    23945    12944    10242    29861    35117    25206    36582    38953    28782    21225    17979    15323    21713
    Kırklareli 39    43677    54348    25456    63669    33725    24337    36888    63541    29649    18711    17754    60594    68450    17939    31144    17153    12449    26545    32409    30376    61076     3437    55342    48568    56370    21161    50872    46299    49518    82325    50702    31481    43664     8690    26025    64627    28006    37117        0    31385    13503    33905    21829    50861    24454    47692    61843    33914    64793    35300    37266    43170    55608    14306    36024    68423    35257    41590     5411    38791    52003    55155    54100    27543    73194    32213    22721    32690    53126    38655    27302    64812    69230    25559    66708    69079    13501    22643    52277    45154    16487
      Kırşehir 40    14623    23353    17485    37969    13849     8249    24901    40361    31732    28769    19548    29599    38091    14281    23617    23042    34092    10734     9946    26211    30081    32153    24347    22868    30670    16297    20405    26871    24662    51966    21648    21739    14610    24556    31368    38927    14641     6122    31385        0    20911    10900    19838    20004    31026    16835    32848    33089    34705     4585     8363    23776    35754    18774    16630    38314    21714    13178    30123    14834    32793    29598    25106    22173    44513     5295    18955     5372    28514    13239     4736    34979    40235    19700    41151    43522    23276    15719    23097    17465    16207
       Kocaeli 41    32977    43648    14756    52970    23026    13637    26188    52842    25203    14265     7054    49894    57751     7239    20444     8836    19588    15846    21710    22478    50376    14271    44642    37869    45671    10461    40172    35600    38819    71626    40002    20781    32964     6674    21579    53928    17307    26417    13503    20911        0    23600    11524    40556    20398    37387    51538    29890    54488    24995    26961    32865    45303     4001    25719    58118    24952    31285    12405    28486    41698    44850    43795    17238    62889    21908    12415    22385    42821    28350    16997    54507    58925    15254    56403    58774     5533    12338    41972    34849     6181
         Konya 42    14216    26078    10293    45389    20688    10588    14593    47781    22713    24515    18204    37019    41355    16801    14113    21698    32748    16237    16786    17192    32238    34673    31767    30288    38090    14953    21411    33711    32082    54753    21241    12235    14203    27076    24386    46347    20144    13245    33905    10900    23600        0    14019    27387    23720    20673    33514    24114    42088     9403    10101    30702    43137    21192    23556    40094    27066    20561    32541    23210    40176    36981    25771    14867    48754    15786    21373     6538    35897     5456    10088    36483    40901    22118    48534    50905    23878    18106    23948    16825    18625
