                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    S                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                İ        K                 S        u                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             B                 B                 Ç                                                     İ        s        ı        S        i        l                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             a                 o                 o        D                 E        E        H        h        c        z        a        n        t                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ş                 l                 b        a                 m        v        o        s        e        ı        n        a        a                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    M                                                                                                                                                        m        B        v                 a        z        D        i        c        c        a        h        l        d        n        n        Ş                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    e                                                              Ç                                                                                         a        a        a                 n        k        i        r        i        a        n        i        ö        ı        p        d        u                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    r                          S                                   a                 D                                                                       k        y        d        Ç        l        ı        n        d        l        l        i        s        r        k        a        a        h                                                                                                                                                                  
                                                                                                                                                                                                                                                                       S                                                                                G                                                                                         Ş                                                                                                                                                                 S                                                                                                                                               k        P                 e                                   v                 u                                                                       ç        a        i        a        a        r        a        a        e        a        y        a        e        l        ş        ğ        u                                                                                         K                                                                        
                                                                                                                                                                             G        K                                                                                e                                                                                ö                          K                                   S                          e                 Y                                                              İ                                                                                u        Y        A                                                                                                                             e        a        S        r                 A        A        d                 m                          P                 H                 T        ı        t        n        y        r        ı        r        ğ        r        r        e        r        n        ı        a        ı        t                                                                                         a                                                     S                  
                                                                 K                                                                                                           ü        a        K        K                                            N                 f                                                              A                 l                 K        ö                                   a                          h        T        u                 B                                   G        n                                                                                l        e        c        B                 B        B        B                                                                                z        m        a        i                 l        s        a        D        l                          a        Ş        i                 a                                                                                                                                                                                                                                                  v                                                     e                  
                                                        G        a                          B        B                                                                       z        r        a        e                          M                 a                 e                                            A        A        l        D        m                 ı        p                 S        S        r        S                 z        u        n        B        u                                   e        c        K        K                          K                                   t        n        ı        a        B        e        e        o        B                 Ç        Ç        Ç                                   e        u        r        n                 t        l        r        o        u                          z        a        s                 v        A        A        A        A        A        A        A        A        A        A        A        A        A        A        A        A        A                          K                                                              a        K        M                                   y                  
                                      B                 a        r                          a        a        B                 B                                            e        a        r        m                          e        M        r                 r                          T                 h        k        a        e        a        G        r        r                 a        a        u        e                 a        r        u        o        h                                   r        i        a        a        K                 u        K        N                 a        i        p        b        a        k        y        z        u                 a        a        i        G        H                 f        k        a        h        T        ı        a        h        m        p                 G        a        p        a        S        ş        f        f        f        f        f        f        f        f        f        f        f        f        f        f        f        f        f                          a                                   D                 F        k        ö        a                 M                 d                 Y
                                      a                 z        ş                 A        y        y        e        B        o                          D                 l        b        a        a                          n        e        l        Ö        i        S                 o                 m        h        ş        m        r        ö        k        ü                 l        r        h        l                 d        g        s        z        a                          E        m        r        r        r        o                 ş        u        a                 n        p        a        a        k        i        a        k        l                 m        r        v        ü        o        K        e        k        y        i        a        n        n        i        a        ı        E        e        r        h        r        i        a        y        y        y        y        y        y        y        y        y        y        y        y        y        y        y        y        y                          r        S                 B        a                 e        l        y        r                 e        O        i                 a
                                      l        Ç        i        ı        K        l        ı        r        r        e        r                 Ç        i                 b        a        b        l        K        K        d        n        ı        d        h        e                 r                 e        i        e        i        m        r        a        b        K        i        ı        a        e        S        e        u        e        d        r                 D        f        e        l        a        p        ç                 a        y        z                 h        a        y        d        l        l        ğ        u        d        Ç        e        d        r        n        n        a        n        a        k        s        v        t        a        s        n        n        m        d        l        a        c        m        n        o        o        o        o        o        o        o        o        o        o        o        o        o        o        o        o        o                          a        i        U        o        l        D        t        ı        c        m        M        n        r        k                 t
                                      ç        i        e        y        o        i        n        a        g        y        n        B        e        k        F        a        ğ        u        p        ı        i        e        e        d        e        i        l        T        b        U        t        s        h        r        a        d        ğ        a        u        h        g        n        n        o        l        t        m        o        k        Ç        i        e        n        i        c        u        a        K        d        u        i        S        i        z        a        a        a        l        a        r        a        a        l        a        i        e        a        l        d        l        ö        a        a                 Köprübaşı Manisa 038   165221   165168   158280   149122   144784   182970   136334   147583   166628   125914   136525   152150   242776   194060   191726   184251   161155   260361   118566   150480   103653   166404   157241   171706   102534   202477   181701   132334   153308   194770    69015    72669    79059    53764    82791    33226   112640        0    54279    50260   100044   109541    52744   124152   120371    90165   127476   229175   162169   262262   272623   224762   206214   216470   210637   280266   227274   226754   202670   188773   200688   222983   216371   221339   227249   167043   226893   163985   266984   217643   133140   186216   277611   223394   181531   149331   187382   238425   171507   164322   149594   207574   213863   213520   203687   180389   231762   182870   147370   146297   123605   124960   136595    97176   194328   257494   280380   290053   286463   263172   244198   234420   305056   264359   187147   245611   256621   226299   225598   211577   307699   266881   155995    93626   170073   158111   124492   348953   363122   394318   385756   265593   334915   363836   302883   273437   352350   363851   310556   285053
               Kula Manisa 039   162958   162905   156017   146859   142521   180707   134072   145320   190305   120185   134262   149887   240513   217737   189463   181988   158892   258098   116303   174157    96735   164141   154978   169443   100272   200214   179438   130072   151045   192507    66753   107789    30440    85401    81812   108761   136317    54279        0    48259    51696   108458    37367   147878   118370    88164   125475   180826   113820   260261   270622   222761   204213   214469   162288   278265   225273   178405   200669   140424   152339   220982   168022   172990   178901   118695   174804   110058   218636   169295    84792   116553   229263   175046   133707    81127   139034   190077   123159   115974   101246   159226   165515   165696   161924   138626   235494   135046   159929   104534    85503   109060   147019    94190   198061   202961   232556   242229   238639   215348   189103   186596   257232   182295   139323   197787   208797   178475   177774   163753   259875   219057   108171    39699   106915   110287    70565   346952   314774   382460   337408   217244   286567   315488   300882   225088   304002   315503   262208   236704
            Salihli Manisa 040   115576   115523   108635    99477    95139   133325    86689    97938   146678    76269    86880   102505   193131   174110   142081   134606   111510   210716    68921   130530    64598   116759   107596   122061    52889   152832   132056    82689   103663   145125    19370    64162    40005   104027    38185    65133    92690    50260    48259        0    60584    65304    85057   104724    70874    40668    77979   189714   122708   212765   223126   175265   156717   166973   171176   230769   177777   187293   153173   149312   161227   173486   176910   181878   187788   127582   187432   158141   227523   178182    93680   146756   238150   183933   181396   109871   147921   198964   132046   124861   110133   168113   174402   213385   209614   186316   283184   182735   207619   152224   133193   156750   194709   141880   245751   218033   280245   289918   286328   263037   204737   238472   304921   224898   187012   245476   256486   226164   225463   211442   307564   266746   155860    87389   154605   157976   118255   299456   323661   344821   346295   226132   295454   327387   253386   233976   312889   324390   271095   250016
            Sarıgöl Manisa 041   175501   175448   168560   159402   155064   193250   123577   157863   202471    84075   146805   162430   253056   229903   202006   194531   171435   270641   128846   186323    60625   176684   167521   181986    89777   212757   157116   116144   163588   205050    79295   119955    22943   153812    93978   120926   148483   100044    51696    60584        0   120647    88259   160067   130921   100715   138026   134554    67548   169202   249594   150535   172541   161576   116016   187206   171852   132133   174819    94152   106067   199954   121750   126718   132628    72422   132272   102981   172363   123022    38520    91596   182990   128773   135924    54711    92761   143804    76886    69701    54973   112953   119242   192517   194059   170761   267629   161867   192064   136669   146647   141195   179154   145082   230196   162873   259377   269050   265460   242169   149577   183312   284053   169738   166144   224608   235618   208282   230102   190574   286696   245878   134992    40608   108900   135053    72550   272374   268501   336187   291135   170972   240294   269215   227982   178816   257729   269230   215935   190432
          Saruhanlı Manisa 042    70870    76114    78789    66354    62016    80693   124168    64815    70962   139140    53818    66916   163285   139334    89449   104760    81664   180870    67870    98588   124436    86913    54964    92215   115760   122986   124641   142265    99796   115279    53770    32798    99842   145074    37317    91311    60748   109541   108458    65304   120647        0   145311    72301    21251    47642    24079   228475   182585   197751   208112   160251   141703   151959   231053   215755   162763   179376   147637   209189   204760   158472   189711   199379   247665   187459   247309   218018   287400   238059   153557   206633   298027   243810   241650   169748   207798   258841   191923   184738   170010   227990   234279   273639   269868   246570   321910   242989   225855   212478   193447   217004   254963   175662   297228   277910   340499   350172   346582   323291   264614   298349   365175   284775   247266   305730   316740   286418   285717   271696   367818   327000   216114   147643   214859   218230   178509   284442   346564   329807   382140   255083   318357   312373   238372   262927   335792   384267   273163   235002
            Selendi Manisa 043   199973   199920   193032   183874   179536   217722   171086   182335   227320   157200   171277   186902   277528   254752   226478   219003   195907   295113   153318   211172   133750   201156   191993   206458   137286   237229   216453   167086   188060   229522   103767   144804    67455    47898   118827    85970   173332    52744    37367    85057    88259   145311        0   184588   155080   124874   162185   217536   150530   296971   307332   259471   240923   251179   198998   314975   261983   215115   237379   177134   189049   257692   204732   209700   215611   155405   170016   137196   255346   196450   121502   158924   265973   202201   128919    94769   175744   226787   159869   152684   137956   195936   202225   160908   122932    99635   196503   130258   107610    65543    48820    58110    96835    57507   159070   198173   227768   237441   233851   210560   184315   181808   252444   177507   134535   192999   204009   173687   172986   158965   255087   214269   103383    53582   117461   105499    99276   383662   351484   419170   374118   253954   323277   352198   337592   261798   340712   352213   298918   273414
               Soma Manisa 044   140287   136051   148206   135771   131433    87076   193585   134232    42385   178560   123235   136333   232702    69816   126312   174177   151081   250287   137287    26236   163856   156330   112466   161632   155180   192403   194058   211682   169213   184696    93190    40519   139262   144703    66290    90940    13365   124152   147878   104724   160067    72301   184588        0    91631   118022    94459   289217   222211   268131   278492   230631   212083   222339   270679   286135   233143   249756   218017   248815   260730   228852   260091   269759   287291   227085   286935   257644   327026   277685   193183   246259   337653   283436   281275   209374   247424   298467   231549   224364   209636   267616   273905   313264   309493   286195   282141   282614   229768   252103   206003   207358   218993   179575   257459   317536   380124   389797   386207   362916   304240   337975   404800   324401   286891   345355   356365   326043   325342   311321   407443   366625   255739   187268   254484   257855   218134   354822   416944   400187   445798   325463   388737   382753   308752   333307   406172   423893   343543   305382
         Şehzadeler Manisa 045    49469    61867    57387    44953    40615    66446   102766    43414    75079   139736    32416    45515   141883   125087    75202    83358    60262   159468    49833    68102   140013    65511    40717    70813    85186   101584   103239   120863    78394    93877    52003    52078   110116   174138    56597   110591    80027   120371   118370    70874   130921    21251   155080    91631        0    31016     5894   208527   193250   177803   188164   140303   121755   132011   225033   195807   142815   159428   127689   197560   184812   138524   169763   179431   258330   198124   257974   228683   307539   248724   164222   217298   308692   254475   251938   180413   218463   269506   202588   195403   180675   238655   244944   283927   280155   256857   340207   253277   278160   222765   203734   227291   265250   193959   315525   288575   350787   360460   356870   333579   275279   309014   375463   295440   257554   316018   327028   296706   296005   281984   378106   337288   226402   157930   225146   228518   188796   264494   326616   309859   362192   235135   298409   292425   218424   242979   315844   383920   253215   215054
           Turgutlu Manisa 046    75695    75642    68754    59596    55258    93140    46580    58057   101470   109530    46998    62624   153250   151781   101896    94725    71629   170835    29040    94493   109807    76878    67411    82180    57615   112951    92175    61255    63782   105244    21797    74379    79910   143932    48402   103235   106418    90165    88164    40668   100715    47642   124874   118022    31016        0    37705   203980   162832   173256   183617   135756   117208   127464   211300   191260   138268   154881   113664   189436   180265   133977   165216   174884   227912   167706   227556   198265   267647   218306   133804   186880   278274   224057   221520   149995   188045   239088   172170   164985   150257   208237   214526   253509   249737   226439   323307   222859   247742   192347   173316   196873   234832   182003   285874   258157   320369   330042   326452   303161   244861   278596   345045   265022   227136   285600   296610   266288   265587   251566   347688   306870   195984   127512   194728   198100   158378   259947   322069   305312   357645   230588   293862   287878   213877   238432   311297   364514   248668   210507
          Yunusemre Manisa 047    47329    54140    55247    42813    38475    58719   100626    41274   103478   159679    30276    43375   139743   117360    67475    81218    58122   157328    46734    70930   147118    63371    32990    68673   135333    99444   101099   118723    76254    91737    59108    54906   117221   167182    59425   113419    82855   127476   125475    77979   138026    24079   162185    94459     5894    37705        0   206257   199962   175533   185894   138033   119485   129741   222763   193537   140545   157158   125419   195290   182542   136254   167493   177161   265042   204836   264686   235395   305269   255436   170934   224010   315404   261187   258650   187125   225175   276218   209300   202115   187387   245367   251656   290639   286867   263569   344307   259989   284872   229477   210446   234003   271962   198059   319625   295287   357499   367172   363582   340291   281991   315726   382175   302152   264266   322730   333740   303418   302717   288696   384818   344000   233114   164642   231858   235230   195508   262224   324346   307589   359922   232865   296139   290155   216154   240709   313574   381650   250945   212784
            Bozdoğan Aydın 048   181439   199846   167169   186997   182051   233160   130888   182833   277919    69068   176739   168368   258994   291801   234477   200469   177373   276579   175811   296879    92422   160780   207431   187924    97753   218695   129228   115431   134588   210988   208425   249085   152074   282943   223108   250056   277613   229175   180826   189714   134554   228475   217536   289217   208527   203980   206257        0    67818    88655   164569    68159    90165    79200    63340    88502    79710    49758   126845    41132    28523   117379    39375    29090   154085   104107   163957   176366   115714   154707   101147   167279   204447   160458   199317   128096   124446    76367   108571   110159    86658   134409   110114   290224   316584   293286   390154   259574   314589   259194   269172   263720   301679   286409   352721   194558   357084   333972   319597   337543   181262   214997   370705   201423   263851   322315   333325   239967   261787   288281   340833   301262   232699   151194   204857   221711   170257   140663   170283   203064   205859    39261   142076   136092    96271    47105   159511   227587    96882    58721
           Buharkent Aydın 049   197158   215565   182888   202716   197770   248879   136703   198552   264595    74883   192458   184087   274713   292027   250196   216188   193092   292298   190970   248447   122750   176499   223150   203643   103568   234414   144947   121246   150307   226707   141419   182079    85068   215937   156102   183050   210607   162169   113820   122708    67548   182585   150530   222211   193250   162832   199962    67818        0   102499   182891    83832   105838    94873    49313   120503   105149    65430   142717    27449    39364   133251    55047    60015    97432    37227    97076   109485   137167    87826    34266   100398   147794    93577   132436    61215    57565   108608    41690    43278    19777    77757    84046   223343   249703   226405   323273   192693   247708   192313   202291   196839   234798   219528   285840   127677   290203   267091   252716   270662   114381   148116   303824   134542   196970   255434   266444   173086   194906   221400   273952   234381   165818    84313   137976   154830   103376   205671   233305   268072   255939   104269   205098   201100   161279   112113   222533   234034   161890   123729
                Çine Aydın 050   150715   169123   136446   156274   151327   202437   140979   152109   247196    82328   146015   137644   228270   261078   203754   169745   146649   245855   145087   266156   105829   130057   176708   157200   148743   187971    98505   116129   103865   180264   193894   228578   186722   316029   220499   287091   256527   262262   260261   212765   169202   197751   296971   268131   177803   173256   175533    88655   102499        0   136146    36065    60568    49603   102632    31262    42598    37027    95972    75159    62411    86506    47362    40796   206745   138134   197984   210393   130103   188734   135174   201306   257107   194485   233344   162123   158473   139878   142598   144186   120685   187069   163770   324251   350611   327313   424181   293601   348616   293221   303199   297747   335706   320436   386748   228585   391111   367999   353624   371570   215289   249024   404732   235450   297878   356342   367352   273994   295814   322308   374860   335289   266726   185221   238884   255738   204284   119560   149180   181961   184756    57699   120973   114989    75168    65543   138408   206484    75779    37618
               Didim Aydın 051   161076   179483   146806   166635   161688   212797   151340   162470   257556   174962   156376   148005   238631   271438   214114   180106   157010   256216   155448   276516   181219   140417   187068   167561   159104   154560    92648   126490   114226   190625   204255   238939   262368   326390   230860   297452   266888   272623   270622   223126   249594   208112   307332   278492   188164   183617   185894   164569   182891   136146        0    98541    76723    86979   183271   102633    88720   117666    76012   155798   143050    51874   128001   137669   277890   218773   278623   291032   201248   269373   215813   281945   328252   275124   313983   242762   239112   211023   223237   224825   201324   258214   234915   404890   430792   407494   525670   374240   428797   373402   354371   377928   415887   363058   466929   309224   471750   448638   434263   452209   295928   329663   485371   316089   378517   436981   447991   354633   376453   402947   455499   415928   347365   265860   319523   336377   284923    95256   220325   140621   255901   133688   192118   186134    68177   141532   209553   277629   146924   105911
              Efeler Aydın 052   113215   131622    98945   118773   113827   164936   103479   114609   209695    63662   108515   100144   190770   223577   166253   132245   109149   208355   107587   228655    87163    92556   139207   119700   111242   150471    61004    78628    66364   142764   156394   191078   168055   278529   182999   249591   219027   224762   222761   175265   150535   160251   259471   230631   140303   135756   138033    68159    83832    36065    98541        0    21951    10986    84669    54114    21262    19064    58830    57196    44448    49364    29399    39067   175414   120171   180021   192430   165847   170771   117211   183343   225776   176522   215381   144160   140510   139193   124635   126223   102722   155738   131443   306288   332648   309350   406218   275638   330653   275258   285236   279784   317743   302473   368785   210622   373148   350036   335661   353607   197326   231061   386769   217487   279915   338379   349389   256031   277851   304345   356897   317326   248763   167258   220921   237775   186321   155304   184924   217705   220500    93443   156717   150733   110912   101287   174152   242228   111523    73362
           Germencik Aydın 053    94667   113074    80397   100226    95279   146388    84931    96061   191147   108553    89967    81596   172222   205029   147705   113697    90601   189807    89039   210107   114810    74008   120659   101152    92695   131923    29785    60081    47817   124216   137846   172530   195959   259981   164451   231043   200479   206214   204213   156717   172541   141703   240923   212083   121755   117208   119485    90165   105838    60568    76723    21951        0    11065   106775    87291    21869    41170    33558    79302    66554    25882    51505    61173   197520   142277   202127   214536   199023   192877   139317   205449   247882   198628   237487   166266   162616   161299   146741   148329   124828   177844   153549   328394   364037   340739   458915   297744   362042   306647   287616   311173   349132   296303   400174   232728   395254   372142   357767   375713   219432   253167   408875   239593   302021   360485   371495   278137   299957   326451   379003   339432   270869   189364   243027   259881   208427   151852   218100   197217   253676   126619   189893   183909   105782   134463   207328   275404   144699   106538
          İncirliova Aydın 054   104923   123330    90653   110482   105535   156644    95187   106317   201403    74703   100223    91852   182478   215285   157961   123953   100857   200063    99295   220363   125066    84264   130915   111408   102951   142179    40041    70337    58073   134472   148102   182786   179096   270237   174707   241299   210735   216470   214469   166973   161576   151959   251179   222339   132011   127464   129741    79200    94873    49603    86979    10986    11065        0    95709    68915    10801    30104    44555    68236    55488    36879    40439    50107   186454   131211   191061   203470   180647   181811   128251   194383   236816   187562   226421   155200   151550   150233   135675   137263   113762   166778   142483   317328   343688   320390   417258   286678   341693   286298   296276   290824   328783   307300   379825   221662   384188   361076   346701   364647   208366   242101   397809   228527   290955   349419   360429   267071   288891   315385   367937   328366   259803   178298   231961   248815   197361   162849   199724   232505   235300   108243   171517   165533   116779   116087   188952   257028   126323    88162
            Karacasu Aydın 055   197945   216352   183675   203503   198557   249666   137490   199339   294425    75670   193245   184874   275500   308307   250983   216975   193879   293085   192317   296915    99024   177286   223937   204430   104355   235201   145734   122033   151094   227494   189887   230547   133536   264405   204570   231518   259075   210637   162288   171176   116016   231053   198998   270679   225033   211300   222763    63340    49313   102632   183271    84669   106775    95709        0   121305   105951    66232   143519    28251    40166   134053    55849    60817    93157    37752   139425   151834   100882   130175    76615   142747   143519   135926   174785   103564    86882    56936    84039    85627    62126    73481    49186   265692   292052   268754   365622   235042   290057   234662   244640   239188   277147   261877   328189   170026   332552   309440   295065   313011   156730   190465   346173   176891   239319   297783   308793   215435   237255   263749   316301   276730   208167   126662   180325   197179   145725   169303   182563   250248   251663    67901   154356   183276   124911    75745   171791   229758   129997    87361
            Karpuzlu Aydın 056   168719   187127   154450   174278   169331   220441   158983   170113   265200   100332   164019   155648   246274   279082   221758   187749   164653   263859   163091   284160   123833   148061   194712   175204   166747   205975   116509   134133   121869   198268   211898   246582   204726   334033   238503   305095   274531   280266   278265   230769   187206   215755   314975   286135   195807   191260   193537    88502   120503    31262   102633    54114    87291    68915   121305        0    60700    55129   114074    93261    80513   104608    65464    58898   237625   156236   216086   228495   160983   206836   153276   219408   287987   212587   251446   180225   176575   170758   160700   162288   138787   217949   194650   342353   368713   345415   442283   311703   366718   311323   321301   315849   353808   338538   404850   246687   409213   386101   371726   389672   233391   267126   422834   253552   315980   374444   385454   292096   313916   340410   392962   353391   284828   203323   256986   273840   222386    87375   180060   132740   215636    88579   151853   145869    37040    96423   169288   237364   106659    68498
             Koçarlı Aydın 057   115727   134134   101457   121286   116339   167448   105991   117121   212207    84979   111027   102656   193282   226089   168765   134757   111661   210867   110099   231167   135870    95068   141719   122212   113755   152983    50845    81141    68877   145276   158906   193590   189372   281041   185511   252103   221539   227274   225273   177777   171852   162763   261983   233143   142815   138268   140545    79710   105149    42598    88720    21262    21869    10801   105951    60700        0    40358    55366    78490    65742    35305    50693    50606   196708   141465   201315   213724   172347   192065   138505   204637   247070   197816   236675   165454   161804   182122   145929   147517   124016   177032   152737   327582   353942   330644   427512   296932   351947   296552   306530   301078   339037   318111   390079   231916   394442   371330   356955   374901   218620   252355   408063   238781   301209   359673   370683   277325   299145   325639   378191   338620   270057   188552   242215   259069   207615   161804   191424   224205   227000    99943   163217   157233   117412   107787   180652   248728   118023    79862
                Köşk Aydın 058   132340   150747   118070   137898   132952   184061   122604   133734   228820    45260   127640   119269   209895   242702   185378   151370   128274   227480   126712   247780    68761   111681   158332   138825    67266   169596    80129    97753    85489   161889   175519   210203   149653   280522   202124   247635   238152   226754   178405   187293   132133   179376   215115   249756   159428   154881   157158    49758    65430    37027   117666    19064    41170    30104    66232    55129    40358        0    77621    38837    26089    68155    11040    20708   157055   101812   161662   174071   164780   152412    98852   164984   207417   158163   197022   125801   122151   120834   106276   107864    84363   137379   113084   287929   314289   290991   387859   257279   312294   256899   266877   261425   299384   284114   350426   192263   354789   331677   317302   335248   178967   212702   368410   199128   261556   320020   331030   237672   259492   285986   338538   298967   230404   148899   202562   219416   167962   156884   186504   219285   222080    86222   158297   152313   112492    94066   175732   243808   113103    74942
            Kuşadası Aydın 059   100601   119008    71248   106160    79583   152322    74091   101995   197081   108269    95901    87530   178156   210963   153639   119631    96535   195741    85495   216041   114526    59504   126593   107086    92411    78836    20191    59797    49419   130150   134302   178464   192415   256437   160907   236977   206413   202670   200669   153173   174819   147637   237379   218017   127689   113664   125419   126845   142717    95972    76012    58830    33558    44555   143519   114074    55366    77621        0   115819   103071    21545    88022    97690   234037   178794   238644   251053   225799   229394   175834   241966   284399   235145   274004   202783   199133   197816   183258   184846   161345   214361   190066   364060   360288   336990   462945   333410   358293   302898   283867   307424   345383   292554   396425   269245   430920   408659   394284   412230   255949   289684   445392   276110   337687   396151   407161   314654   336474   362117   415520   375949   306535   225881   279544   296398   244944   152424   244876   197789   280452   153395   216669   210685   106354   161239   234104   302180   171475   133314
             Kuyucak Aydın 060   170472   188879   156202   176030   171084   222193   110018   171866   266952    48198   165772   157401   248027   280834   223510   189502   166406   265612   164844   275051    71552   149813   196464   176957    76883   207728   118261    94561   123621   200021   168023   208683   111672   242541   182706   209654   237211   188773   140424   149312    94152   209189   177134   248815   197560   189436   195290    41132    27449    75159   155798    57196    79302    68236    28251    93261    78490    38837   115819        0    12236   106123    27919    32887   119924    64680   124530   136939   127649   115280    61720   127852   170286   121031   159890    88669    85019    83703    69144    70732    47231   100248    75953   250797   277157   253859   350727   220147   275162   219767   229745   224293   262252   246982   313294   155131   317657   294545   280170   298116   141835   175570   331278   161996   224424   282888   293898   200540   222360   248854   301406   261835   193272   111767   165430   182284   130830   178543   208163   240944   278430    77141   179956   173972   134151    84985   197391   256525   134762    96601
             Nazilli Aydın 061   157724   176131   143454   163282   158336   209445   102401   159118   254204    40581   153024   144653   235279   268086   210762   176754   153658   252864   152096   273164    63935   137065   183716   164209    69266   194980   105513    86944   110873   187273   179938   220598   123587   254456   194621   221569   249126   200688   152339   161227   106067   204760   189049   260730   184812   180265   182542    28523    39364    62411   143050    44448    66554    55488    40166    80513    65742    26089   103071    12236        0    93887    15683    20651   130956    75712   135562   147971   138681   126312    72752   138884   181318   132063   170922    99701    96051    94735    80176    81764    58263   111280    86985   261829   288189   264891   361759   231179   286194   230799   240777   235325   273284   258014   324326   166163   328689   305577   291202   309148   152867   186602   342310   173028   235456   293920   304930   211572   233392   259886   312438   272867   204304   122799   176462   193316   141862   166239   195859   228640   231435    64837   167652   161668   121847    72681   185087   267557   122458    84297
                Söke Aydın 062   111436   129843    97166   116995   112048   163157   101700   112830   207916   125322   106736    98365   188991   221798   164474   130466   107370   206576   105808   226876   131579    90777   137428   117921   109464   100011    43008    76850    64586   140985   154615   189299   212728   276750   181220   247812   217248   222983   220982   173486   199954   158472   257692   228852   138524   133977   136254   117379   133251    86506    51874    49364    25882    36879   134053   104608    35305    68155    21545   106123    93887        0    77540    87208   223555   168312   228162   240571   215317   218912   165352   231484   273917   224663   263522   192301   188651   187334   172776   174364   150863   203879   179584   354429   380331   357033   475209   323779   378336   322941   303910   327467   365426   312597   416468   258763   421289   398177   383802   401748   245467   279202   434910   265628   328056   386520   397530   304172   325992   352486   405038   365467   296904   215399   269062   285916   234462   128135   234394   173500   269970   142913   206187   200203    82065   150757   223622   291698   160993   122832
         Sultanhisar Aydın 063   142675   161082   128405   148233   143287   194396   132939   144069   239155    34185   137975   129604   220230   253037   195713   161705   138609   237815   137047   258115    57686   122016   168667   149160    62634   179931    90464   108088    95824   172224   195621   220538   139270   270139   210304   237252   248487   216371   168022   176910   121750   189711   204732   260091   169763   165216   167493    39375    55047    47362   128001    29399    51505    40439    55849    65464    50693    11040    88022    27919    15683    77540        0    10656   147003    91760   151610   164019   154728   142360    88800   154932   197365   148111   186970   115749   112099   110782    96224    97812    74311   127327   103032   277877   304237   280939   377807   247227   302242   246847   256825   251373   289332   274062   340374   182211   344737   321625   307250   325196   168915   202650   358358   189076   251504   309968   320978   227620   249440   275934   328486   288915   220352   138847   192510   209364   157910   167207   196827   229608   232403    76170   168620   162636   122815    84014   186055   283604   123426    85265
          Yenipazar  Aydın 064   152343   170750   138073   157901   152955   204064   142607   153737   248823    44055   147643   139272   229898   262705   205381   171373   148277   247483   146715   267783    67556   131684   178335   158828    72504   189599   100132   117756   105492   181892   200589   230206   144238   275107   215272   242220   258155   221339   172990   181878   126718   199379   209700   269759   179431   174884   177161    29090    60015    40796   137669    39067    61173    50107    60817    58898    50606    20708    97690    32887    20651    87208    10656        0   151357    96579   156429   168838   159082   147179    93619   159751   201719   152930   191789   120568   116918   115136   101043   102631    79130   131681   107386   282696   309056   285758   382626   252046   307061   251666   261644   256192   294151   278881   345193   187030   349556   326444   312069   330015   173734   207469   363177   193895   256323   314787   325797   232439   254259   280753   333305   293734   225171   143666   197329   214183   162729   160601   190221   223002   225797    65514   162014   156030   116209    73358   179449   247525   116820    78659
          Acıpayam Denizli 065   288690   307097   274420   294248   289302   320454   228235   290084   329675   166415   283990   275619   366245   357107   341728   307720   284624   383830   256050   313527   187830   268031   294725   295175   195100   325946   236479   212778   241839   318239   206499   247159   150148   281017   221182   248130   275687   227249   178901   187788   132628   247665   215611   287291   258330   227912   265042   154085    97432   206745   277890   175414   197520   186454    93157   237625   196708   157055   234037   119924   130956   223555   147003   151357        0    91853    92432   118587    63737    83182    99358    95754    50590    91588   127792   126307    50658    68621    59702    72906    78862    20696    44059   245382   278883   277921   415663   214732   299224   243829   253807   248355   286314   271044   377043   122692   297344   262106   247731   265677   109395   143131   298839   129557   182361   277056   273585   168101   189921   232814   268967   229396   187857   149405   133332   150186   168468   254779   201316   261004   158734   157401   165111   194032   210387   149558   182546   136829   140752   172838
